date,tmin,day_of_year,month,day_of_week,sin_doy,cos_doy,lag1,lag2,lag7,lag30,roll7,roll30,vol_7,diff1
2021-02-10,70.0,41,2,2,0.6486295610349814,0.7611042586607747,72.0,74.0,76.0,75.0,72.85714285714286,73.6,1.463850109423665,-2.0
2021-03-24,78.0,83,3,2,0.989932495087353,0.141540295217043,77.0,76.0,75.0,76.0,77.0,75.6,1.0000000000002702,1.0
2021-03-25,79.0,84,3,3,0.9922222094179323,0.12447926388678915,78.0,77.0,76.0,76.0,77.42857142857143,75.7,1.1338934190278203,1.0
2021-09-05,75.0,248,9,6,-0.9033558023246842,-0.4288919379124841,76.0,76.0,74.0,74.0,75.71428571428571,75.43333333333334,0.9511897312119478,-1.0
2021-09-06,75.0,249,9,0,-0.9106046300942162,-0.41327860778290443,75.0,76.0,74.0,75.0,75.85714285714286,75.43333333333334,0.6900655593431153,0.0
2021-09-07,75.0,250,9,1,-0.9175836260593934,-0.3975428142825566,75.0,75.0,76.0,76.0,75.71428571428571,75.4,0.7559289460192161,0.0
2021-09-08,77.0,251,9,2,-0.9242907221930934,-0.3816892202666586,75.0,75.0,77.0,75.0,75.71428571428571,75.46666666666667,0.7559289460192161,2.0
2021-09-09,76.0,252,9,3,-0.9307239310379793,-0.3657225234972692,77.0,75.0,76.0,76.0,75.71428571428571,75.46666666666667,0.7559289460192161,-1.0
2021-09-10,76.0,253,9,4,-0.9368813462954315,-0.34964745525122826,76.0,77.0,76.0,77.0,75.71428571428571,75.43333333333334,0.7559289460192161,0.0
2021-09-11,77.0,254,9,5,-0.9427611433904206,-0.33346877891818705,76.0,76.0,76.0,74.0,75.85714285714286,75.53333333333333,0.8997354108430208,1.0
2022-01-04,76.0,4,1,1,0.06880242680231986,0.9976303053065857,76.0,75.0,71.0,75.0,74.0,73.76666666666667,2.160246899469807,0.0
2022-01-05,74.0,5,1,2,0.08596479873744647,0.9962981749346078,76.0,76.0,71.0,75.0,74.42857142857143,73.73333333333333,1.718249385969025,-2.0
2022-01-06,74.0,6,1,3,0.10310169744743485,0.9946708199115211,74.0,76.0,71.0,76.0,74.85714285714286,73.66666666666667,0.8997354108433877,0.0
2022-01-07,74.0,7,1,4,0.1202080448993527,0.9927487224577402,74.0,74.0,74.0,76.0,74.85714285714286,73.6,0.8997354108433877,0.0
2022-01-08,76.0,8,1,5,0.13727877211326478,0.9905324521322229,74.0,74.0,75.0,76.0,75.0,73.6,1.0000000000008096,2.0
2022-01-09,74.0,9,1,6,0.15430882066428117,0.9880226656636976,76.0,74.0,75.0,74.0,74.85714285714286,73.6,1.0690449676504972,-2.0
2022-01-10,74.0,10,1,0,0.1712931441814776,0.9852201067560606,74.0,76.0,76.0,74.0,74.57142857142857,73.6,0.975900072949502,0.0
2022-01-11,74.0,11,1,1,0.1882267098432442,0.9821256058680006,74.0,74.0,76.0,76.0,74.28571428571429,73.53333333333333,0.7559289460198222,0.0
2022-01-12,75.0,12,1,2,0.2051044998686192,0.9787400799669153,74.0,74.0,74.0,75.0,74.42857142857143,73.53333333333333,0.7867957924707019,1.0
2022-01-13,74.0,13,1,3,0.2219215130041655,0.9750645322571948,75.0,74.0,74.0,77.0,74.42857142857143,73.43333333333334,0.7867957924707019,-1.0
2022-01-14,74.0,14,1,4,0.2386727660059501,0.9711000518829505,74.0,75.0,74.0,76.0,74.42857142857143,73.36666666666666,0.7867957924707019,0.0
2022-01-15,74.0,15,1,5,0.255353295116187,0.9668478136052775,74.0,74.0,76.0,76.0,74.14285714285714,73.3,0.3779644730120761,0.0
2022-01-16,76.0,16,1,6,0.2719581575341055,0.9623090774541486,74.0,74.0,74.0,75.0,74.42857142857143,73.33333333333333,0.7867957924707019,2.0
2022-01-17,75.0,17,1,0,0.288482432880609,0.9574851883550393,76.0,74.0,74.0,74.0,74.57142857142857,73.36666666666666,0.7867957924706477,-1.0
